"Segment Name","Size (MB)","Segment Type","Number of Rows"
"SYSNTrQITMlagT9yoa6SuxyNniw==","0.1","NESTED TABLE","-"
"XSTREAM$_DDL_CONFLICT_HANDLER","0.1","TABLE","0"
"XSTREAM$_DML_CONFLICT_HANDLER","0.1","TABLE","0"
"APPLY$_CONSTRAINT_COLUMNS_IDX1","0.1","INDEX","-"
"APPLY$_CONSTRAINT_COLUMNS_UIX1","0.1","INDEX","-"
"AQ$_PROPAGATION_STATUS_PRIMARY","0.1","INDEX","-"
"AQ$_SCHEDULER$_REMDB_JOBQTAB_L","0.1","TABLE","0"
"AQ$_SCHEDULER$_REMDB_JOBQTAB_S","0.1","TABLE","1"
"AQ$_SCHEDULER_FILEWATCHER_QT_L","0.1","TABLE","0"
"AQ$_SCHEDULER_FILEWATCHER_QT_S","0.1","TABLE","1"
"I_FGR$_FILE_GROUP_EXPORT_INFO1","0.1","INDEX","-"
"I_XSTREAM_DML_CONFLICT_HANDLER","0.1","INDEX","-"
"RECENT_RESOURCE_INCARNATIONS$P","0.1","INDEX","-"
"REPCAT$_FLAVOR_OBJECTS_FK1_IDX","0.1","INDEX","-"
"REPCAT$_FLAVOR_OBJECTS_FK2_IDX","0.1","INDEX","-"
"REPCAT$_USER_AUTHORIZATIONS_N1","0.1","INDEX","-"
"REPCAT$_USER_AUTHORIZATIONS_PK","0.1","INDEX","-"
"REPCAT$_USER_AUTHORIZATIONS_U1","0.1","INDEX","-"
"RESOURCE_STORAGE_POOL_MAPPING$","0.1","TABLE","3"
"SCHEDULER$_FILEWATCHER_HISTORY","0.1","TABLE","0"
